iter	Logloss
176	0.1970610795
177	0.1968782214
178	0.1966903173
179	0.1964955623
180	0.1963937481
181	0.1961898373
182	0.1960559434
183	0.195868488
184	0.1957231754
185	0.1955504716
186	0.1953980053
187	0.1952463696
188	0.1951192402
189	0.1949064639
190	0.1947423608
191	0.1946182567
192	0.1943911194193	0.19430095195194	0.1942139019195	0.19403369019196	0.19388643319197	0.19378656119198	0.1936650212199	0.19349148022200	0.193323997
201	0.1932089703
202	0.1931161119
203	0.1929165972
204	0.1927577136
205	0.1926292702
206	0.192498453
2208	0.24554251132209	0.24539271052210	0.24523145942211	0.24510968552212	0.24498392412213	0.2448295448213	0.1915301413
214	0.1914197103
215	0.1912813818
217	0.2442720894
218	0.2441533345
219	0.2440021877
220	0.2438347574
221	0.24365838
222	0.2434918787
223	0.2433272838
224	0.243209577
225	0.2431018864
226	0.2429831817
227	0.2428581433
228	0.2427842739
229	0.2427090379
230	0.2426080196
231	0.242460619
232	0.2423345474
233	0.2421553197
234	0.2420509333
235	0.2419383654
236	0.2418193644
237	0.2416814945
238	0.241589906
239	0.241442112
240	0.2413370164
241	0.2412422986
242	0.2411126836
243	0.2410112339
244	0.2408407405
245	0.2406673228
246	0.240530788
247	0.2404490317
248	0.2403408572
249	0.2401961281
250	0.240058095
251	0.2399142571
252	0.2398133695
253	0.2396975222
254	0.2395980536
255	0.239423606
256	0.2393166989
257	0.2392158255
258	0.2390633716
259	0.2389484021
260	0.2388190112
261	0.2387341143
262	0.2386053272
263	0.2384930682
264	0.2383866991
265	0.2383079865
266	0.2381950121
267	0.2380841056
268	0.2379045168
269	0.2377982782
270	0.2376838968
271	0.2375336219
272	0.2374564511
273	0.2373691219
274	0.2372168109
275	0.2370481571
276	0.2369212552
277	0.2367933316
278	0.2366841908
279	0.2365497409
280	0.2364140724
281	0.2363069031
282	0.2362005554
283	0.236139279
284	0.2360636065
285	0.2359594576
286	0.2358573884
287	0.2357003343
288	0.2355829357
289	0.2354088574
290	0.235215825
291	0.2350868458
292	0.2349620021
293	0.2348676582
294	0.2347611152
295	0.2346702146
296	0.2345183161
297	0.2343862611
298	0.234270271
299	0.2341575965
300	0.2340204421
301	0.233900383
302	0.2337946248
303	0.2336317089
304	0.2335471206
305	0.2334540614
306	0.2333550894
307	0.2332751666
308	0.23317146
309	0.2330721176
310	0.2329893361
311	0.2328347995
312	0.2327049769
313	0.2325837426
314	0.2325018433
315	0.2323795469
316	0.232280132
317	0.2322027123
318	0.2320683858
319	0.2319882075
320	0.2318820867
321	0.2317882011
322	0.2316962062
323	0.2315746877
324	0.2314742301
325	0.2313328776
326	0.2312420857
327	0.2311169482
328	0.2310087318
329	0.230874086
330	0.2307612387
331	0.2306338819
332	0.2305153216
333	0.2303485676
334	0.2302169983
335	0.2301163833
336	0.2299653393
337	0.2298330666
338	0.2297361195
339	0.2296591874
340	0.2294992202
341	0.2294163033
342	0.2293151056
343	0.2291628636
344	0.2290465904
345	0.228945431
346	0.2287942641
347	0.228700439
348	0.2285533968
349	0.22843796
350	0.2283457221
351	0.228151275
352	0.2280109125
353	0.2279136053
354	0.2278304521
355	0.2277570126
356	0.2276655143
357	0.2275260188
358	0.2274167466
359	0.2273265775
360	0.2271950831
361	0.2271051055
362	0.2270117902
363	0.2269108529
364	0.226757395
365	0.2265763711
366	0.2264634213
367	0.2263597904
368	0.2262752209
369	0.2260929768
370	0.2259513862
371	0.2258043853
372	0.2257210977
373	0.2255720921
374	0.2254561842
375	0.2252978304
376	0.2252058775
377	0.2251201634
378	0.2249473948
379	0.2248782255
380	0.2247313449
381	0.2245974484
382	0.224493401
383	0.2243946566
384	0.2242121519
385	0.2240655882
386	0.2239447652
387	0.2238585833
388	0.2237382216
389	0.2236272551
390	0.2235508834
391	0.2233852655
392	0.2232974547
393	0.2231999277
394	0.2230993468
395	0.2229092961
396	0.2227470709
397	0.2225958073
398	0.2224345546
399	0.2223263101
400	0.22221003
401	0.2221209173
402	0.2220218627
403	0.2218982505
404	0.2217469595
405	0.2216708017
406	0.2215102218
407	0.221405677
408	0.2212089957
409	0.2210346092
410	0.22086672
411	0.2207427278
412	0.2206604945
413	0.2205538211
414	0.2204465278
415	0.2203116098
416	0.2202265071
417	0.2201202722
418	0.2200177936
419	0.21992425
420	0.2198142043
421	0.2196892327
422	0.2195773762
423	0.2194954766
424	0.2194075217
425	0.2192415063
426	0.2191274544
427	0.2190039347
428	0.2188416955
429	0.2187421338
430	0.2186552692
431	0.2185035131
432	0.2183699964
433	0.2182894139
434	0.2181683613
435	0.2180692908
436	0.2179940954
437	0.2179091482
438	0.2178213333
439	0.2176882222
440	0.2175789713
441	0.2175022672
442	0.2174266149
443	0.2173313045
444	0.217232187
445	0.2170947502
446	0.216962021
447	0.2168642596
448	0.2167902819
449	0.2166993866
450	0.2165737945
451	0.2165045699
452	0.2163678139
453	0.2162172436
454	0.2161280256
455	0.2160320734
456	0.2159160182
457	0.2158433561
458	0.2156843157
459	0.2155618064
460	0.2154599286
461	0.2153592834
462	0.2152838198
463	0.2151764933
464	0.2150560312
465	0.2149761211
466	0.2149068086
467	0.2148426566
468	0.2147864709
469	0.2146868678
470	0.2145741431
471	0.2144551978
472	0.2143599233
473	0.2142586576
474	0.2141306314
475	0.2139875996
476	0.2138967981
477	0.213745472
478	0.2136010483
479	0.2134731623
480	0.2134094989
481	0.2132920016
482	0.2131878769
483	0.2131162867
484	0.2130017778
485	0.2128898991
486	0.2127644202
487	0.212679663
488	0.2125947382
489	0.212526762
490	0.2124304534
491	0.2123389552
492	0.2122386767
493	0.2121519906
494	0.2120709266
495	0.2119617682
496	0.2118488134
497	0.2117308399
498	0.2116479001
499	0.2115595333
500	0.2114733658
501	0.2113906168
502	0.2113179107
503	0.2112618808
504	0.211154677
505	0.2110119307
506	0.210879927
507	0.2108069198
508	0.2107319516
509	0.2106164451
510	0.2105055882
511	0.2103454673
512	0.2102705314
513	0.2101564858
514	0.2100508965
515	0.209963217
516	0.209834495
517	0.2097250594
518	0.2096071397
519	0.2095001622
520	0.2094074229
521	0.2093484866
522	0.2092679502
523	0.2091733447
524	0.2090919858
525	0.2089904013
526	0.2088750069
527	0.2087668486
528	0.2086703484
529	0.2085649794
530	0.2085048836
531	0.2084201609
532	0.2083338104
533	0.2082292854
534	0.2081528274
535	0.2080661645
536	0.2079582738
537	0.2078625344
538	0.2077703812
539	0.2077041908
540	0.2076407465
541	0.2075571069
542	0.2074591061
543	0.2073421937
544	0.207244616
545	0.2071307637
546	0.2070365366
547	0.2069299177
548	0.2068349944
549	0.2067616943
550	0.2067127822
551	0.2066022325
552	0.2065268779
553	0.2064391231
554	0.2063237211
555	0.2062247885
556	0.2061378617
557	0.2060416142
558	0.2059718186
559	0.2058817101
560	0.2058137937
561	0.2057127599
562	0.2055750841
563	0.2054604775
564	0.2053704831
565	0.2052680668
566	0.205174821
567	0.2050877256
568	0.2049643917
569	0.2048926665
570	0.2047786246
571	0.2046796614
572	0.204590536
573	0.2045014685
574	0.2044088632
575	0.204312701
576	0.2042525994
577	0.2041744524
578	0.2041037163
579	0.2040546708
580	0.2039748606
581	0.2038406169
582	0.2037645084
583	0.2036450561
584	0.2035973278
585	0.2034480247
586	0.2033624181
587	0.2032699636
588	0.2032229901
589	0.2031648945
590	0.2030681229
591	0.2030203476
592	0.2029504139
593	0.202868295
594	0.2027749605
595	0.2026983191
596	0.2025647569
597	0.2024565523
598	0.2023708962
599	0.2022747888
600	0.2022204624
601	0.2021065999
602	0.2019804223
603	0.2018567538
604	0.2017523849
605	0.2016532442
606	0.2015467626
607	0.2014403372
608	0.2013149444
609	0.2012291791
610	0.2011291216
611	0.2009958351
612	0.2009527024
613	0.2008415325
614	0.2007180272
615	0.2005932044
616	0.2005151009
617	0.2004252287
618	0.2003304718
619	0.200229157
620	0.2001504425
621	0.2000716153
622	0.1999840934
623	0.1998938426
624	0.1997943513
625	0.1996955803
626	0.1996314524
627	0.1995334821
628	0.199406047
629	0.1992938271
630	0.1992526368
631	0.1991888107
632	0.1990953847
633	0.1989711022
634	0.1988692173
635	0.1987877727
636	0.1986589747
637	0.198525314
638	0.1984303617
639	0.1983738649
640	0.1982906222
641	0.1981689739
642	0.1980976843
643	0.1980488212
644	0.1979616692
645	0.1978733818
646	0.1977887026
647	0.1977329582
648	0.1976250567
649	0.1975007803
650	0.1973943288
651	0.1972845799
652	0.1971976038
653	0.1971067875
654	0.1970273924
655	0.1969276046
656	0.1968327733
657	0.1967681524
658	0.1966755233
659	0.1965636283
660	0.1964829302
661	0.1963928562
662	0.1963045757
663	0.1962257625
664	0.1961103031
665	0.1960149503
666	0.1958505976
667	0.1957329656
668	0.1956257352
669	0.195510174
670	0.1954367659
671	0.1953861274
672	0.1953206265
673	0.1952585565
674	0.1951676913
675	0.195079033
676	0.1949901192
677	0.1949299217
678	0.1948484897
679	0.1947870809
680	0.1947362738
681	0.1946580025
682	0.1945719317
683	0.1945019366
684	0.1944226397
685	0.1943317798
686	0.1942311557
687	0.194156155
688	0.194079944
689	0.1940092986
690	0.1939570173
691	0.1938697128
692	0.1937982071
693	0.193736158
694	0.1936130376
695	0.193536429
696	0.1933833397
697	0.1932857735
698	0.1932228262
699	0.1931813457
700	0.1930659234
701	0.1929998453
702	0.1929410136
703	0.1928346422
704	0.1927601072
705	0.1927110684
706	0.19260653
707	0.1925334936
708	0.1924457822
709	0.1923798663
710	0.1922791792
711	0.192171699
712	0.1920846333
713	0.1919843541
714	0.1919152539
715	0.1918153578
716	0.1917667575
717	0.1917058156
718	0.1916396982
719	0.1915575454
720	0.1915027925
721	0.1914152545
722	0.1913430821
723	0.1912688494
724	0.1911897109
725	0.191128857
726	0.1910305785
727	0.1909604837
728	0.1908857
729	0.1908179412
730	0.1907569309
731	0.1907080903
732	0.1906350601
733	0.1905660004
734	0.1904536169
735	0.1903757393
736	0.1903397327
737	0.1902508854
738	0.1901657533
739	0.1900714019
740	0.1900194276
741	0.189927965
742	0.1898622518
743	0.1898188941
744	0.1897548573
745	0.1896923204
746	0.1896645504
747	0.1895857776
748	0.1894922555
749	0.189415546
750	0.1893014897
751	0.1892046626
752	0.1890924603
753	0.1890294572
754	0.1889769187
755	0.1888571964
756	0.1887698904
757	0.1886749533
758	0.1886194106
759	0.1885221181
760	0.1884286393
761	0.1883644619
762	0.1882610075
763	0.1882095676
764	0.1881105458
765	0.1880468205
766	0.1879902925
767	0.1878912726
768	0.1877780915
769	0.1877067709
770	0.1875672234
771	0.1874777051
772	0.1873675207
773	0.1872750562
774	0.1872034071
775	0.1871212921
776	0.1870284951
777	0.1869798181
778	0.1868941077
779	0.1868401967
780	0.1867611033
781	0.1866863168
782	0.186607046
783	0.1864970403
784	0.1864078784
785	0.1862964712
786	0.1862421843
787	0.1861738925
788	0.1861152143
789	0.1859927926
790	0.1859256032
791	0.1858651119
792	0.1858017394
793	0.1857376887
794	0.1856378845
795	0.1855479615
796	0.1855120688
797	0.1854325621
798	0.1853546304
799	0.1852725934
800	0.1852218409
801	0.1851728816
802	0.1850984608
803	0.1849992238
804	0.1848971626
805	0.1847961713
806	0.1847023346
807	0.1846046484
808	0.1845163666
809	0.184463873
810	0.1843874869
811	0.1842948155
812	0.1842385058
813	0.184113757
814	0.1840376342
815	0.1839754107
816	0.1838980762
817	0.1838382892
818	0.1837445789
819	0.1836871417
820	0.183625452
821	0.1835596189
822	0.1835030262
823	0.1833790834
824	0.183278524
825	0.1832337753
826	0.1831634364
827	0.18309296
828	0.183027685
829	0.1829662741
830	0.182896612
831	0.1828029876
832	0.1826978965
833	0.1826164778
834	0.182546252
835	0.1824966339
836	0.1824258183
837	0.1823427372
838	0.1822604179
839	0.1821891087
840	0.1821174517
841	0.1820114853
842	0.1819830762
843	0.1818859102
844	0.1817794299
845	0.1817383018
846	0.1816603932
847	0.1815864072
848	0.1815395751
849	0.1814643381
850	0.1813726212
851	0.1813201848
852	0.1812683878
853	0.1812050184
854	0.1811464191
855	0.1810882967
856	0.1809807597
857	0.1809084826
858	0.1808373033
859	0.1807550885
860	0.1806930434
861	0.1806190827
862	0.1805648249
863	0.1805037789
864	0.1804092499
865	0.1803212115
866	0.1802491703
867	0.1801813343
868	0.1801040927
869	0.1800401466
870	0.1799535376
871	0.1798952041
872	0.1798164553
873	0.1797632507
874	0.1797272869
875	0.179642685
876	0.1795274231
877	0.1794385428
878	0.1793230023
879	0.1792116435
880	0.1791553909
881	0.1790761238
882	0.1790112399
883	0.178927057
884	0.1788646104
885	0.1787988603
886	0.1787438366
887	0.1786654684
888	0.1785948553
889	0.1785255606
890	0.1784616544
891	0.1783918604
892	0.1782849042
893	0.1782255229
894	0.1781532241
895	0.1780662713
896	0.1780098589
897	0.1779560898
898	0.1779002166
899	0.1778480866
900	0.1778061249
901	0.1777345984
902	0.1776665587
903	0.1775950483
904	0.1774919186
905	0.1774084261
906	0.1773468023
907	0.1772836177
908	0.1772087458
909	0.1771550496
910	0.177109785
911	0.1770430856
912	0.1769942166
913	0.1769084464
914	0.1768345795
915	0.1767516452
916	0.1766646408
917	0.1765749252
918	0.1765053957
919	0.1764293365
920	0.1763315827
921	0.1762662013
922	0.1761964108
923	0.1761484598
924	0.1761081072
925	0.1760147216
926	0.1759445087
927	0.1758279777
928	0.1757551105
929	0.1756805757
930	0.1756002821
931	0.1755339506
932	0.1754363714
933	0.175384924
934	0.1753456724
935	0.175268808
936	0.1751718517
937	0.1750910732
938	0.1750162882
939	0.1749466871
940	0.1748922256
941	0.1748109552
942	0.1747960517
943	0.1747215013
944	0.1746761875
945	0.1746136312
946	0.1745485568
947	0.174501251
948	0.1744119246
949	0.174347862
950	0.1742993826
951	0.1742335415
952	0.1741421845
953	0.1740323036
954	0.1739601131
955	0.1738861628
956	0.1738058557
957	0.1737328356
958	0.1736908148
959	0.1735952581
960	0.1735274162
961	0.1734653621
962	0.1733727433
963	0.1733157714
964	0.1732150801
965	0.173157916
966	0.1730870639
967	0.1729890658
968	0.1729249445
969	0.1728608366
970	0.1727877042
971	0.1726971045
972	0.1726129556
973	0.172544593
974	0.1725138455
975	0.1724446351
976	0.172363524
977	0.1722915262
978	0.1722271122
979	0.1721797257
980	0.1721527106
981	0.1720861711
982	0.1720388675
983	0.1719436373
984	0.171862402
985	0.1718034851
986	0.1717336658
987	0.1716833902
988	0.1716247731
989	0.1715645917
990	0.1715016195
991	0.1714249892
992	0.171331926
993	0.1712898882
994	0.1712200775
995	0.1711716717
996	0.171107841
997	0.1710194862
998	0.1709483222
999	0.1708701699
	0.2195065216
4
